neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
Pleasant View,43.778929999999995,-79.32871999999999,Entire home/apt,42,7,4,292
Pleasant View,43.77994,-79.32829,Entire home/apt,60,5,5,287
Woodbine Corridor,43.67474,-79.31066,Private room,75,1,8,0
Waterfront Communities-The Island,43.64785,-79.39718,Entire home/apt,199,2,19,7
East End-Danforth,43.68287,-79.30538,Entire home/apt,68,4,10,255
Stonegate-Queensway,43.64115,-79.50690999999999,Private room,89,1,16,365
Oakwood Village,43.69011,-79.43685,Private room,34,2,13,225
Dufferin Grove,43.65402,-79.44011,Entire home/apt,119,7,33,252
University,43.66089,-79.4067,Private room,68,2,115,342
Little Portugal,43.6515,-79.43332,Private room,46,3,176,322
Mimico (includes Humber Bay Shores),43.62209,-79.48805,Private room,56,1,32,84
Long Branch,43.596109999999996,-79.52496,Private room,78,2,8,330
Little Portugal,43.647220000000004,-79.42676999999999,Private room,70,2,147,286
Corso Italia-Davenport,43.67617,-79.45351,Private room,30,30,20,42
Church-Yonge Corridor,43.67003,-79.38175,Private room,109,3,119,81
South Riverdale,43.65739,-79.34895,Entire home/apt,135,1,634,1
Birchcliffe-Cliffside,43.70343,-79.26016,Entire home/apt,94,28,12,225
North St.James Town,43.66728,-79.37534000000001,Entire home/apt,150,4,28,0
Little Portugal,43.647490000000005,-79.42517,Private room,56,4,11,320
Waterfront Communities-The Island,43.65047,-79.36721999999999,Entire home/apt,140,1,5,315
Niagara,43.6369,-79.42002,Entire home/apt,79,2,13,256
Little Portugal,43.64996,-79.43733,Private room,85,1,25,316
Moss Park,43.65945,-79.36854,Entire home/apt,101,30,0,317
Niagara,43.64508,-79.40616999999999,Entire home/apt,200,7,3,244
Old East York,43.69551,-79.34352,Entire home/apt,89,7,4,165
Agincourt South-Malvern West,43.79047,-79.27117,Entire home/apt,56,2,19,135
Waterfront Communities-The Island,43.6477,-79.39747,Entire home/apt,189,1,141,347
Church-Yonge Corridor,43.67015,-79.38385,Entire home/apt,185,5,174,359
Dovercourt-Wallace Emerson-Junction,43.66621,-79.45248000000001,Entire home/apt,105,5,34,329
South Parkdale,43.64089,-79.43016,Entire home/apt,121,5,6,317
Woodbine Corridor,43.67542,-79.31621,Entire home/apt,250,4,6,53
Trinity-Bellwoods,43.65371,-79.42043000000001,Entire home/apt,107,2,10,118
Dufferin Grove,43.65974,-79.43545,Private room,45,1,381,311
Annex,43.6667,-79.40541999999999,Entire home/apt,99,1,235,0
Corso Italia-Davenport,43.681940000000004,-79.45018,Entire home/apt,70,1,1,0
Cabbagetown-South St.James Town,43.663959999999996,-79.35996,Entire home/apt,121,7,4,350
Cabbagetown-South St.James Town,43.66453,-79.36831,Entire home/apt,90,4,30,43
Dovercourt-Wallace Emerson-Junction,43.65827,-79.44611,Entire home/apt,101,7,1,268
Bayview Village,43.76944,-79.36906,Entire home/apt,85,3,1,287
Roncesvalles,43.64515,-79.43844,Entire home/apt,200,4,11,8
Little Portugal,43.65146,-79.43342,Private room,83,1,5,364
Pleasant View,43.77998,-79.32956,Private room,21,7,8,355
Pleasant View,43.78049,-79.32804,Private room,25,2,9,261
Trinity-Bellwoods,43.65423,-79.41154,Private room,101,1,76,338
St.Andrew-Windfields,43.759609999999995,-79.3949,Entire home/apt,93,6,42,174
Annex,43.66903,-79.417,Private room,49,14,36,302
Dovercourt-Wallace Emerson-Junction,43.6625,-79.45191,Entire home/apt,150,2,5,256
Niagara,43.63521,-79.40613,Entire home/apt,126,1,394,51
Waterfront Communities-The Island,43.6402,-79.38363000000001,Entire home/apt,159,170,56,365
Little Portugal,43.65122,-79.42823,Entire home/apt,130,3,7,165
South Riverdale,43.66069,-79.33684000000001,Entire home/apt,250,7,27,74
Oakridge,43.700720000000004,-79.27318000000001,Entire home/apt,89,2,127,337
Palmerston-Little Italy,43.65627,-79.41314,Private room,50,1,193,338
Trinity-Bellwoods,43.64557,-79.41731999999999,Private room,56,2,73,363
Trinity-Bellwoods,43.65185,-79.41444,Entire home/apt,99,2,41,1
Waterfront Communities-The Island,43.64547,-79.39152,Entire home/apt,225,2,91,5
Humewood-Cedarvale,43.68354,-79.41932,Private room,42,14,2,0
Annex,43.67219,-79.41421,Private room,56,360,11,364
Birchcliffe-Cliffside,43.69229,-79.2599,Private room,85,2,317,288
Corso Italia-Davenport,43.67341,-79.44588,Entire home/apt,50,1,40,201
Yonge-Eglinton,43.70377,-79.40491999999999,Private room,74,100,5,365
Yonge-Eglinton,43.70469,-79.40516,Private room,89,100,6,365
Yonge-Eglinton,43.704209999999996,-79.40503000000001,Entire home/apt,199,2,28,296
Niagara,43.64178,-79.41359,Private room,82,2,226,224
Niagara,43.640879999999996,-79.41516,Entire home/apt,185,4,26,224
Little Portugal,43.65202,-79.43409,Private room,45,3,165,323
Casa Loma,43.677440000000004,-79.40168,Private room,58,7,20,274
Casa Loma,43.67866,-79.3997,Private room,58,3,22,329
Kensington-Chinatown,43.65489,-79.3906,Entire home/apt,110,89,34,349
Little Portugal,43.64861,-79.43773,Private room,90,2,53,0
Church-Yonge Corridor,43.66403,-79.38324,Private room,110,3,12,348
Yonge-Eglinton,43.704409999999996,-79.40488,Private room,79,1,8,365
Dovercourt-Wallace Emerson-Junction,43.66381,-79.4396,Private room,45,1,225,349
Blake-Jones,43.67321,-79.33529,Entire home/apt,79,28,1,317
Trinity-Bellwoods,43.65254,-79.41358000000001,Entire home/apt,188,2,105,341
Waterfront Communities-The Island,43.645379999999996,-79.39390999999999,Entire home/apt,200,5,10,140
High Park-Swansea,43.65143,-79.45531,Private room,54,3,18,0
Cabbagetown-South St.James Town,43.665820000000004,-79.36926,Entire home/apt,180,2,5,310
Niagara,43.64282,-79.40453000000001,Entire home/apt,155,60,82,318
Moss Park,43.658359999999995,-79.36819,Entire home/apt,132,30,1,303
Church-Yonge Corridor,43.66814,-79.37938,Entire home/apt,82,3,91,279
Yonge-Eglinton,43.70525,-79.40531999999999,Private room,159,1,7,364
Yonge-Eglinton,43.70521,-79.40698,Private room,79,1,11,352
Waterfront Communities-The Island,43.6428,-79.39245,Entire home/apt,159,28,2,73
Waterfront Communities-The Island,43.64405,-79.38125,Entire home/apt,159,5,13,42
High Park-Swansea,43.65473,-79.45893000000001,Entire home/apt,205,1,2,210
Newtonbrook West,43.7793,-79.41786,Entire home/apt,199,5,19,53
Niagara,43.63875,-79.41411,Entire home/apt,170,28,12,71
Yonge-Eglinton,43.70465,-79.40478,Entire home/apt,139,2,21,244
Yonge-Eglinton,43.70582,-79.40523,Entire home/apt,159,1,22,274
Lawrence Park North,43.73175,-79.40442,Entire home/apt,199,7,19,253
Pleasant View,43.77981,-79.3299,Private room,16,4,13,295
South Parkdale,43.64027,-79.43563,Private room,75,2,105,0
Trinity-Bellwoods,43.64721,-79.41285,Entire home/apt,75,30,12,365
Waterfront Communities-The Island,43.64356,-79.40075999999999,Entire home/apt,200,5,0,135
Waterfront Communities-The Island,43.64488,-79.38958000000001,Entire home/apt,275,7,0,365
Roncesvalles,43.64152,-79.43923000000001,Private room,45,2,115,142
Waterfront Communities-The Island,43.65013,-79.38972,Entire home/apt,74,2,40,0
Niagara,43.6439,-79.41521,Private room,72,1,168,364
Niagara,43.6364,-79.40525,Entire home/apt,175,1,24,0
Bendale,43.75784,-79.26174,Entire home/apt,69,5,82,319
Palmerston-Little Italy,43.654720000000005,-79.42326,Private room,75,2,17,66
Palmerston-Little Italy,43.65576,-79.41425,Private room,40,1,148,357
Weston-Pellam Park,43.670840000000005,-79.4576,Entire home/apt,128,4,2,0
Dovercourt-Wallace Emerson-Junction,43.664629999999995,-79.43215,Entire home/apt,101,30,0,0
Cabbagetown-South St.James Town,43.662620000000004,-79.36480999999999,Entire home/apt,250,7,8,15
South Parkdale,43.63542,-79.4268,Private room,70,1,13,12
Bayview Village,43.76865,-79.37934,Entire home/apt,189,14,5,40
Annex,43.66981,-79.40158000000001,Entire home/apt,64,20,0,0
Dufferin Grove,43.65614,-79.44,Private room,40,2,230,303
Woodbine Corridor,43.67233,-79.31756999999999,Entire home/apt,180,29,15,73
Annex,43.67022,-79.41538,Private room,49,14,38,160
Little Portugal,43.64808,-79.42609,Private room,56,350,0,365
Dufferin Grove,43.65665,-79.4414,Private room,95,1,1,348
Waterfront Communities-The Island,43.64407,-79.39248,Entire home/apt,225,24,50,105
Little Portugal,43.64907,-79.43909000000001,Entire home/apt,285,3,31,0
Blake-Jones,43.67188,-79.34044,Entire home/apt,79,3,142,0
Little Portugal,43.65147,-79.43551,Entire home/apt,124,3,105,227
Waterfront Communities-The Island,43.642109999999995,-79.39208,Entire home/apt,150,15,19,48
Willowdale East,43.77513,-79.41257,Private room,75,2,65,342
Annex,43.67115,-79.39142,Entire home/apt,150,60,61,75
Waterfront Communities-The Island,43.641009999999994,-79.3861,Entire home/apt,199,61,19,28
Waterfront Communities-The Island,43.64365,-79.38025,Entire home/apt,166,1,65,364
Dufferin Grove,43.6507,-79.43982,Private room,85,7,20,365
Dufferin Grove,43.65038,-79.43964,Private room,75,4,16,365
Broadview North,43.69093,-79.35287,Entire home/apt,64,1,4,0
Niagara,43.6404,-79.41526,Entire home/apt,110,150,0,362
University,43.660740000000004,-79.4074,Private room,87,1,82,286
Dufferin Grove,43.65014,-79.43839,Entire home/apt,160,5,40,349
Bay Street Corridor,43.66838,-79.38832,Hotel room,140,1,133,268
Englemount-Lawrence,43.717909999999996,-79.43725,Entire home/apt,85,1,368,256
High Park-Swansea,43.63896,-79.47681,Entire home/apt,150,3,46,71
Kensington-Chinatown,43.65548,-79.40555,Entire home/apt,101,13,0,178
Junction Area,43.66462,-79.46289,Private room,40,1,1,0
Moss Park,43.65617,-79.37083,Entire home/apt,119,2,157,349
Mimico (includes Humber Bay Shores),43.62421,-79.4924,Private room,60,3,42,58
Church-Yonge Corridor,43.669959999999996,-79.38542,Entire home/apt,160,4,17,0
Roncesvalles,43.640440000000005,-79.44660999999999,Entire home/apt,101,2,130,23
University,43.660579999999996,-79.40398,Entire home/apt,175,2,21,0
Niagara,43.63877,-79.41715,Entire home/apt,170,28,5,41
Waterfront Communities-The Island,43.64183,-79.37494000000001,Entire home/apt,179,180,50,0
Moss Park,43.65252,-79.36971,Entire home/apt,87,6,2,0
Waterfront Communities-The Island,43.64094,-79.40097,Entire home/apt,250,3,200,365
Waterfront Communities-The Island,43.64593,-79.3987,Entire home/apt,166,20,10,364
Waterfront Communities-The Island,43.64034,-79.38256,Entire home/apt,121,7,13,0
Annex,43.66749,-79.41026,Entire home/apt,75,4,66,192
Little Portugal,43.64712,-79.43432,Entire home/apt,87,4,4,0
Mount Dennis,43.69125,-79.49813,Private room,146,1,2,0
Church-Yonge Corridor,43.65043,-79.37441,Private room,77,1,1,0
University,43.66473,-79.40824,Private room,85,2,6,282
Trinity-Bellwoods,43.65142,-79.41543,Entire home/apt,101,3,35,174
Kensington-Chinatown,43.65594,-79.40079,Entire home/apt,175,7,9,256
Waterfront Communities-The Island,43.6407,-79.39741,Entire home/apt,122,3,299,196
Little Portugal,43.64601,-79.42484,Private room,90,3,96,196
Waterfront Communities-The Island,43.64209,-79.39224,Private room,72,3,83,45
Briar Hill-Belgravia,43.698240000000006,-79.4487,Entire home/apt,78,7,53,30
Waterfront Communities-The Island,43.64128,-79.38108000000001,Entire home/apt,135,4,5,0
Willowdale West,43.769079999999995,-79.41575999999999,Private room,60,14,24,64
Waterfront Communities-The Island,43.640159999999995,-79.39839,Private room,68,2,111,56
Waterfront Communities-The Island,43.645579999999995,-79.40281,Entire home/apt,159,1,224,21
South Parkdale,43.64056,-79.4335,Entire home/apt,99,30,28,78
Mount Pleasant West,43.69797,-79.39397,Entire home/apt,90,3,0,0
Little Portugal,43.64564,-79.4245,Entire home/apt,105,6,81,81
Junction Area,43.67641,-79.47296,Entire home/apt,65,2,81,132
Cabbagetown-South St.James Town,43.6665,-79.37528,Entire home/apt,155,7,3,0
Niagara,43.641009999999994,-79.41363,Entire home/apt,107,1,3,0
Waterfront Communities-The Island,43.64541,-79.39454,Entire home/apt,185,2,125,96
Islington-City Centre West,43.639309999999995,-79.53586,Entire home/apt,200,1,1,0
Dovercourt-Wallace Emerson-Junction,43.660940000000004,-79.43244,Entire home/apt,115,3,71,3
Mimico (includes Humber Bay Shores),43.63163,-79.47466,Entire home/apt,119,30,5,120
Waterfront Communities-The Island,43.63994,-79.3929,Entire home/apt,95,1,54,219
Palmerston-Little Italy,43.65605,-79.42399,Entire home/apt,101,10,38,247
East End-Danforth,43.67922,-79.30838,Entire home/apt,268,1,49,315
South Riverdale,43.66041,-79.33402,Entire home/apt,249,2,43,351
Junction Area,43.663470000000004,-79.46313,Private room,89,1,0,0
Newtonbrook West,43.781009999999995,-79.41743000000001,Entire home/apt,119,3,1,0
Waterfront Communities-The Island,43.64586,-79.39208,Entire home/apt,128,7,24,87
Roncesvalles,43.646159999999995,-79.44458,Entire home/apt,119,1,409,351
Waterfront Communities-The Island,43.64954,-79.389,Entire home/apt,98,180,20,192
Palmerston-Little Italy,43.65637,-79.42249,Entire home/apt,56,3,69,10
Little Portugal,43.64882,-79.43393,Entire home/apt,150,2,1,0
Bay Street Corridor,43.65618,-79.38289,Entire home/apt,101,120,4,358
Annex,43.67203,-79.41622,Entire home/apt,79,3,20,125
Stonegate-Queensway,43.62567,-79.49070999999999,Entire home/apt,90,5,1,0
Woodbine Corridor,43.68177,-79.31625,Private room,180,2,9,225
Little Portugal,43.64482,-79.4257,Entire home/apt,175,3,16,0
Trinity-Bellwoods,43.64775,-79.40905,Entire home/apt,140,8,22,47
High Park North,43.661640000000006,-79.45692,Entire home/apt,124,10,12,240
Waterfront Communities-The Island,43.643840000000004,-79.39193,Entire home/apt,150,3,21,87
Pleasant View,43.779070000000004,-79.32956,Private room,28,5,5,315
Palmerston-Little Italy,43.65703,-79.40867,Private room,56,3,57,267
Yonge-Eglinton,43.70593,-79.40058,Entire home/apt,101,2,65,47
Niagara,43.64247,-79.41246,Entire home/apt,229,3,8,0
South Parkdale,43.63647,-79.44308000000001,Private room,50,5,10,213
Waterfront Communities-The Island,43.63997,-79.39551,Entire home/apt,170,7,0,0
West Humber-Clairville,43.72497,-79.61648000000001,Entire home/apt,105,30,27,74
Annex,43.66928,-79.39738,Private room,60,20,71,135
Dovercourt-Wallace Emerson-Junction,43.66772,-79.42808000000001,Entire home/apt,130,4,9,165
Waterfront Communities-The Island,43.644909999999996,-79.3883,Entire home/apt,150,3,95,88
Waterfront Communities-The Island,43.64145,-79.38343,Entire home/apt,121,1,69,130
The Beaches,43.66864,-79.30555,Entire home/apt,150,5,24,244
Waterfront Communities-The Island,43.64461,-79.39229,Entire home/apt,199,3,13,176
Waterfront Communities-The Island,43.64232,-79.40171,Entire home/apt,90,3,38,239
Caledonia-Fairbank,43.69416,-79.44974,Private room,79,1,0,179
Trinity-Bellwoods,43.64927,-79.41144,Private room,121,1,30,287
The Beaches,43.674640000000004,-79.28916,Private room,45,2,32,349
Woodbine Corridor,43.67926,-79.31065,Private room,79,1,60,316
Willowdale East,43.76035,-79.40689,Private room,56,1,13,365
South Riverdale,43.65737,-79.35233000000001,Private room,45,2,23,12
Oakridge,43.69737,-79.27037,Entire home/apt,90,1,310,315
Little Portugal,43.64954,-79.43659,Entire home/apt,126,4,15,12
Flemingdon Park,43.72123,-79.33585,Private room,40,2,34,318
High Park-Swansea,43.65531,-79.45258000000001,Entire home/apt,69,14,23,1
Church-Yonge Corridor,43.65526,-79.37947,Entire home/apt,200,3,6,339
Waterfront Communities-The Island,43.64033,-79.37938,Entire home/apt,119,7,47,263
Palmerston-Little Italy,43.65987,-79.40974,Private room,40,3,0,0
North St.James Town,43.668820000000004,-79.37524,Private room,45,1,1,0
Rosedale-Moore Park,43.6709,-79.38403000000001,Entire home/apt,238,14,43,180
Roncesvalles,43.6548,-79.45084,Entire home/apt,175,1,180,334
Palmerston-Little Italy,43.6588,-79.42436,Entire home/apt,105,5,18,61
University,43.66653,-79.39577,Entire home/apt,160,21,31,365
Church-Yonge Corridor,43.66608,-79.38261,Private room,69,1,32,332
Roncesvalles,43.64454,-79.43699000000001,Private room,75,2,20,0
Waterfront Communities-The Island,43.63702,-79.38138000000001,Entire home/apt,124,180,0,364
Bayview Village,43.7875,-79.37301,Shared room,95,1,0,0
Clanton Park,43.74889,-79.45284000000001,Entire home/apt,99,4,8,76
Church-Yonge Corridor,43.67024,-79.38041,Entire home/apt,93,180,4,200
Newtonbrook West,43.78034,-79.41753,Entire home/apt,189,1,43,312
Palmerston-Little Italy,43.65756,-79.40850999999999,Private room,56,8,60,343
Woodbine Corridor,43.68527,-79.31358,Entire home/apt,86,1,1,223
Waterfront Communities-The Island,43.64464,-79.39712,Entire home/apt,105,7,21,351
Rosedale-Moore Park,43.676109999999994,-79.37009,Entire home/apt,160,10,7,116
South Parkdale,43.63965,-79.44022,Entire home/apt,150,2,17,0
North Riverdale,43.671459999999996,-79.348,Entire home/apt,101,10,4,0
Dufferin Grove,43.65502,-79.43573,Entire home/apt,85,365,0,0
Waterfront Communities-The Island,43.6458,-79.38785,Entire home/apt,97,1,191,59
Islington-City Centre West,43.63942,-79.53569,Entire home/apt,121,28,6,213
Cabbagetown-South St.James Town,43.66903,-79.36477,Private room,101,14,10,0
North St.James Town,43.668,-79.37118000000001,Private room,118,2,75,86
Church-Yonge Corridor,43.66339,-79.3836,Entire home/apt,200,2,89,0
South Riverdale,43.66218,-79.3413,Entire home/apt,159,5,10,341
Waterfront Communities-The Island,43.64168,-79.37982,Entire home/apt,185,2,398,333
Palmerston-Little Italy,43.65757,-79.40899999999999,Entire home/apt,99,7,31,0
Danforth,43.685159999999996,-79.32522,Entire home/apt,87,5,8,40
Willowdale East,43.75658,-79.40756999999999,Entire home/apt,128,5,19,179
Annex,43.671929999999996,-79.4167,Entire home/apt,140,2,100,166
Oakridge,43.69885,-79.2765,Private room,60,2,22,318
Kensington-Chinatown,43.65428,-79.39368,Entire home/apt,75,14,13,10
Mount Pleasant West,43.701,-79.38735,Entire home/apt,90,180,5,363
Playter Estates-Danforth,43.68144,-79.35506,Entire home/apt,150,20,8,81
Roncesvalles,43.6537,-79.45049,Entire home/apt,225,5,8,355
Bay Street Corridor,43.660540000000005,-79.38662,Entire home/apt,211,5,148,324
Bayview Woods-Steeles,43.793240000000004,-79.3719,Private room,45,2,13,362
Waterfront Communities-The Island,43.64702,-79.39285,Entire home/apt,211,3,0,0
Runnymede-Bloor West Village,43.65446,-79.47851999999999,Private room,143,1,0,225
Mount Dennis,43.691520000000004,-79.49756,Private room,146,1,5,0
Palmerston-Little Italy,43.65757,-79.42254,Entire home/apt,250,5,13,62
South Riverdale,43.66043,-79.3337,Private room,50,1,3,11
High Park-Swansea,43.64377,-79.4513,Private room,49,7,0,354
Moss Park,43.65067,-79.36719000000001,Entire home/apt,152,1,6,0
Bayview Village,43.766659999999995,-79.37689,Private room,49,7,14,365
South Parkdale,43.63799,-79.42124,Entire home/apt,110,2,108,293
Trinity-Bellwoods,43.65447,-79.42211999999999,Private room,60,1,107,172
Roncesvalles,43.643440000000005,-79.43301,Entire home/apt,150,7,20,212
Niagara,43.64504,-79.41176,Entire home/apt,156,2,17,256
North St.James Town,43.669909999999994,-79.37772,Private room,45,1,0,0
Mount Pleasant East,43.70955,-79.38127,Private room,90,3,5,316
Danforth,43.68801,-79.31675,Private room,60,2,16,285
The Beaches,43.67413,-79.28867,Private room,60,2,39,355
Church-Yonge Corridor,43.66698,-79.38215,Entire home/apt,78,5,89,304
Niagara,43.63816,-79.42038000000001,Entire home/apt,101,3,15,0
Dovercourt-Wallace Emerson-Junction,43.66368,-79.44005,Private room,61,1,161,344
